50000
33,2429
34,150
34,454
34,640
34,1192
34,1216
34,1572
34,1657
34,1752
34,1771
34,2010
34,2452
35,103
35,239
35,275
35,658
35,801
35,823
35,1096
35,1260
35,1402
35,1655
35,2196
35,2263
35,2421
35,2472
36,429
36,439
36,832
36,923
36,1107
36,1174
36,1496
36,2029
37,1050
37,1229
37,1510
37,1541
37,2200
37,2358
37,2389
38,100
38,128
38,148
38,237
38,640
38,1549
38,1632
38,2354
38,2445
39,116
39,489
39,490
39,497
39,647
39,1124
39,1505
39,2485
40,198
40,290
40,628
40,1365
40,1432
40,1464
40,1643
40,1897
40,2060
41,259
41,483
41,558
41,857
41,868
41,951
41,992
41,1094
41,1546
41,1565
41,1967
41,2471
42,613
42,741
42,1332
42,1386
42,1589
42,1729
42,1742
42,2209
42,2500
43,315
43,322
43,361
43,610
43,673
43,1026
43,1350
43,1576
43,1665
43,1739
43,2075
43,2435
44,741
44,885
44,920
44,986
44,1121
44,1726
44,2275
44,2486
45,213
45,457
45,990
45,1736
45,1748
45,2134
46,662
46,1220
46,1397
46,2132
46,2287
46,2395
47,748
47,1015
47,1223
47,1464
47,1472
47,1756
47,1772
47,1821
47,2293
48,362
48,557
48,746
48,887
48,1192
48,1522
48,1734
48,2111
48,2188
48,2401
49,283
49,618
49,630
49,1348
49,1455
49,2166
49,2271
49,2383
50,315
50,820
50,871
50,1138
50,1172
50,1308
50,1401
50,1613
50,2059
50,2272
50,2392
51,595
51,782
51,1731
51,1824
51,2273
52,381
52,726
52,1049
52,1055
52,1260
52,1336
52,1424
52,1629
52,1667
52,1776
53,616
53,899
53,1535
53,1720
53,2182
53,2489
54,485
54,1069
54,1260
54,1519
54,1891
54,2338
54,2474
55,256
55,301
55,325
55,752
55,766
55,938
55,943
55,1096
55,1334
55,1705
55,1866
55,2063
55,2268
56,296
56,381
56,485
56,834
56,864
56,1093
56,1394
56,1538
56,1897
56,1904
56,2009
57,373
57,450
57,520
57,529
57,873
57,1165
57,1297
57,1575
57,1705
57,1747
57,1844
57,2229
57,2300
57,2347
58,261
58,334
58,433
58,823
58,894
58,1211
58,1269
58,1427
58,1786
58,1802
58,2163
58,2402
58,2420
59,137
59,308
59,811
59,1644
59,1717
59,1815
59,2004
59,2219
59,2480
60,6
60,62
60,100
60,372
60,763
60,794
60,820
60,1034
60,1325
60,1774
60,1857
60,1867
60,2094
60,2164
61,844
61,1096
61,1426
61,1700
62,38
62,361
62,446
62,895
62,946
62,1258
62,1517
62,1734
62,1812
62,2315
62,2402
62,2476
63,195
63,442
63,1217
63,1259
63,1527
63,1868
63,1923
63,2339
64,99
64,188
64,276
64,633
64,939
64,1770
64,2038
64,2106
64,2295
64,2379
65,695
65,792
65,919
65,1146
65,1689
65,1847
65,2317
65,2408
66,108
66,140
66,463
66,811
66,1127
66,1707
66,1763
66,2266
67,441
67,447
67,1506
67,1577
67,1633
67,1646
67,2212
67,2251
67,2325
67,2349
67,2432
68,28
68,358
68,424
68,607
68,651
68,681
68,713
68,786
68,1103
68,1227
68,1741
68,1944
68,2298
68,2432
69,245
69,849
69,999
69,1050
69,1146
69,2072
69,2363
70,206
70,650
70,717
70,1696
70,1844
70,1942
70,2344
70,2417
71,172
71,207
71,432
71,790
71,836
72,335
72,549
72,837
72,1725
72,1831
72,2387
73,94
73,600
73,1090
73,1320
73,1514
73,1535
73,1697
74,896
74,1020
74,1104
74,1206
74,1858
75,62
75,128
75,352
75,786
75,1411
75,1470
75,1578
75,1795
75,2107
75,2180
75,2332
76,58
76,559
76,960
76,1185
76,1332
76,1399
76,1416
76,1555
76,1671
77,186
77,266
77,425
77,571
77,598
77,836
77,891
77,1072
77,1116
77,1504
77,1705
78,291
78,482
78,660
78,705
78,864
78,873
78,1199
78,1692
78,2016
78,2267
79,1089
79,1954
79,2365
80,144
80,908
80,955
80,1148
80,1251
80,1292
80,1315
80,1394
80,1637
80,1697
80,2139
80,2154
80,2253
80,2481
81,42
81,290
81,781
81,897
81,900
81,1128
81,1232
81,1249
81,1279
81,1406
81,1816
82,4
82,393
82,400
82,461
82,1050
82,1171
82,1302
82,1475
82,1665
82,1675
82,1941
82,2076
82,2098
82,2119
82,2178
83,628
83,1201
83,1527
83,1533
83,1760
83,1834
83,2035
83,2230
83,2345
84,8
84,807
84,932
84,1146
84,1239
84,2100
85,16
85,730
85,823
85,855
85,986
85,1458
85,1700
85,2242
85,2349
85,2463
86,89
86,379
86,1126
86,1161
86,1176
86,1429
86,1494
86,1544
86,1845
86,1980
86,2237
86,2257
86,2416
87,12
87,314
87,930
87,1085
87,2069
87,2079
88,234
88,1018
88,1169
88,1238
88,1317
88,1372
88,1556
88,2298
89,65
89,288
89,571
89,620
89,704
89,891
89,1134
89,1441
89,1646
89,1673
89,2400
90,30
90,764
90,1163
90,1500
90,1582
90,1853
90,1903
90,1963
90,2389
91,236
91,1733
91,1867
91,1908
92,256
92,392
92,653
92,665
92,813
92,873
92,904
92,1308
92,1609
92,1814
92,1878
92,1880
92,2199
92,2282
93,28
93,63
93,747
93,796
93,821
93,842
93,1048
93,1402
93,1785
93,2232
94,209
94,225
94,375
94,401
94,987
94,998
94,1052
94,1076
94,1297
94,1806
94,1907
94,2272
94,2332
94,2353
95,60
95,410
95,418
95,786
95,1245
95,1322
95,1389
95,1410
95,1413
95,1468
95,1565
95,1601
95,1735
95,1741
95,1959
95,2045
95,2392
96,55
96,63
96,458
96,639
96,717
96,782
96,827
96,875
96,954
96,1107
96,1199
96,1708
96,1790
96,1828
96,2089
96,2366
96,2423
96,2440
97,56
97,230
97,266
97,285
97,450
97,490
97,581
97,1412
97,2191
98,5
98,188
98,286
98,685
98,702
98,754
98,1072
98,1082
98,1128
98,1168
98,1434
98,1437
98,1800
98,2037
98,2057
98,2338
98,2430
99,1065
99,1245
99,1277
99,1606
99,1869
99,2098
99,2330
100,2
100,285
100,358
100,637
100,844
100,1069
100,1096
100,1103
100,1171
100,1208
100,1563
100,1685
100,1791
101,6
101,143
101,210
101,485
101,1483
101,1486
101,2210
101,2223
101,2237
101,2413
101,2417
102,170
102,293
102,389
102,717
102,1070
102,1162
102,1563
102,2029
102,2042
102,2082
102,2264
102,2455
102,2488
103,221
103,590
103,701
103,842
103,978
103,1036
103,1110
103,1221
103,1331
103,2073
104,99
104,377
104,670
104,885
104,907
104,1768
104,2096
104,2375
105,23
105,355
105,533
105,971
105,1178
105,1624
105,2209
105,2440
106,488
106,513
106,940
106,1275
106,1454
106,2138
106,2248
107,54
107,412
107,541
107,656
107,788
107,855
107,947
107,1020
107,1159
107,1537
107,1541
107,2193
107,2321
107,2418
107,2469
108,55
108,123
108,188
108,216
108,638
108,945
108,948
108,1207
108,1241
108,1372
108,1705
108,1744
108,1779
108,1999
108,2160
109,139
109,747
109,817
109,1003
109,1729
109,1736
109,1803
109,1993
109,2140
110,195
110,221
110,248
110,445
110,759
110,814
110,872
110,1008
110,1054
110,1437
110,1903
110,1935
110,2292
110,2492
111,40
111,447
111,640
111,1245
111,1902
111,2030
111,2205
111,2207
111,2273
112,113
112,184
112,658
112,964
112,980
112,1111
112,1303
112,1373
112,1407
112,1464
112,1496
112,2343
113,202
113,495
113,668
113,900
113,1290
113,1529
113,1687
113,1843
113,2024
113,2302
113,2422
114,118
114,415
114,422
114,538
114,681
114,767
114,1259
114,1263
114,1266
114,1500
114,2227
114,2245
115,127
115,895
115,1249
115,1262
115,1333
115,1473
115,1505
115,1648
115,1658
115,1793
115,2395
116,319
116,625
116,656
116,1269
116,1440
116,1531
116,1559
116,1676
116,1725
116,1779
116,2008
116,2282
116,2454
117,151
117,918
117,1197
117,1469
117,1512
117,1619
117,1728
117,1756
117,1820
117,1848
117,1970
117,2273
118,13
118,370
118,927
118,969
118,1305
118,2128
118,2135
119,106
119,408
119,626
119,952
119,1074
119,1326
119,1687
119,2264
119,2400
120,1414
120,1478
120,1906
120,1965
120,2232
120,2300
120,2462
121,12
121,23
121,682
121,748
121,903
121,940
121,1727
121,1995
121,2321
121,2361
122,78
122,264
122,1088
122,1746
122,1770
123,72
123,268
123,613
123,745
123,978
123,1959
123,1971
123,2220
124,87
124,439
124,527
124,642
124,983
124,1300
124,1373
124,1516
124,1950
124,2214
124,2297
125,295
125,456
125,791
125,1002
125,1201
125,2112
125,2427
125,2433
125,2497
126,15
126,125
126,271
126,1131
126,1285
126,1395
126,1543
126,1823
126,2405
126,2407
126,2450
127,635
127,706
127,791
127,1808
127,2117
128,251
128,319
128,624
128,743
128,1037
128,1310
128,2393
129,105
129,260
129,1554
129,2185
129,2222
129,2422
130,459
130,843
130,1010
130,1015
130,1294
130,1960
130,2052
130,2167
130,2322
130,2330
130,2420
131,43
131,169
131,343
131,409
131,743
131,1022
131,1553
131,1646
131,2018
131,2277
131,2319
132,306
132,384
132,1127
132,1217
132,1457
132,1623
132,2045
132,2377
133,245
133,321
133,332
133,371
133,507
133,1211
133,1384
133,1396
133,1759
134,242
134,273
134,423
134,442
134,960
134,1060
134,1366
134,1367
134,1453
134,2024
135,22
135,197
135,501
135,1579
135,1841
135,2281
135,2383
136,303
136,832
136,1003
136,1086
136,1571
136,1581
136,2342
136,2455
137,191
137,375
137,1001
137,1018
137,1157
137,1182
137,1461
137,1506
137,1597
137,2018
137,2424
138,125
138,136
138,300
138,812
138,894
138,1079
138,1123
138,1194
138,1326
138,1968
139,147
139,308
139,1025
139,1521
139,2128
139,2145
139,2339
139,2434
140,514
140,601
140,970
140,1761
140,2381
141,53
141,586
141,640
141,661
141,952
141,1268
141,1462
141,1475
141,1590
141,2111
141,2351
141,2434
142,418
142,470
142,796
142,838
142,846
142,907
142,978
142,1044
142,1204
142,1240
142,1541
142,2070
143,166
143,668
143,1412
143,1871
143,2065
143,2265
143,2469
144,302
144,954
144,1226
144,1454
144,1807
144,1878
144,1976
144,2427
145,182
145,280
145,987
145,1066
145,1253
145,1335
145,1635
145,1811
145,1971
145,2377
145,2458
146,314
146,444
146,790
146,1299
146,1539
146,2449
147,140
147,164
147,241
147,269
147,367
147,701
147,1320
147,1872
147,2118
147,2390
147,2475
148,21
148,366
148,1258
148,1337
148,1439
148,1753
148,2118
148,2404
148,2494
149,381
149,654
149,992
149,1191
149,1629
149,1775
149,2011
149,2442
150,36
150,270
150,319
150,623
150,861
150,1041
150,1260
150,1536
150,1762
150,2111
150,2161
150,2205
150,2367
151,31
151,77
151,165
151,213
151,241
151,349
151,610
151,638
151,1000
151,1284
151,1614
151,1945
151,2072
151,2231
151,2248
152,361
152,469
152,667
152,847
152,974
152,1040
152,1359
152,1436
152,1520
152,1822
152,2006
152,2016
152,2115
152,2272
152,2316
152,2340
153,14
153,89
153,1008
153,1514
153,1711
153,1794
153,2093
153,2112
153,2243
153,2283
153,2495
154,31
154,109
154,180
154,216
154,341
154,715
154,880
154,960
154,1312
154,1414
154,1454
154,1523
154,1640
154,2135
154,2142
154,2176
154,2397
154,2431
155,163
155,263
155,668
155,756
155,789
155,1522
155,1589
155,1676
155,1822
155,1846
155,2446
155,2454
156,184
156,1055
156,1064
156,2088
156,2244
156,2447
156,2458
157,636
157,833
157,886
157,1101
157,1452
157,1665
157,1847
157,2139
157,2144
157,2327
158,106
158,644
158,942
158,1391
158,1842
158,1977
158,1998
158,2235
159,17
159,231
159,656
159,1846
159,1945
159,2140
160,732
160,1081
160,1116
160,1129
160,1841
161,143
161,347
161,418
161,433
161,750
161,1023
161,1373
161,1465
161,2083
161,2104
161,2117
161,2161
161,2203
162,279
162,402
162,452
162,843
162,845
162,1119
162,1512
162,1686
162,2011
162,2218
162,2226
162,2439
163,79
163,305
163,779
163,836
163,956
163,1101
163,1280
163,1330
163,1717
163,1999
163,2018
163,2137
163,2417
164,57
164,70
164,492
164,836
164,1253
164,1264
164,1425
164,1617
164,1653
164,2080
164,2126
164,2224
165,32
165,126
165,192
165,325
165,559
165,864
165,1474
165,1628
165,1795
165,2219
166,457
166,911
166,990
166,1112
166,1134
166,1603
166,1705
166,1796
166,1801
166,1926
166,2051
166,2212
167,54
167,154
167,293
167,325
167,590
167,744
167,887
167,1605
167,1801
167,1941
168,153
168,516
168,529
168,1089
168,1092
168,1633
168,1684
168,1758
168,2060
168,2102
168,2137
169,255
169,284
169,432
169,1005
169,1049
169,1597
169,1793
169,1804
169,1992
170,47
170,827
170,1140
170,1155
170,1460
170,1549
170,1693
170,1782
170,1851
170,1879
170,1956
170,2260
171,150
171,276
171,498
171,500
171,640
171,874
171,949
171,1058
171,1123
171,1778
171,2412
172,356
172,872
172,907
173,89
173,265
173,694
173,1128
173,1280
173,1289
173,1465
173,2077
174,234
174,328
174,356
174,488
174,636
174,754
174,787
174,938
174,1056
174,1129
174,1829
174,2251
175,782
175,1103
175,1174
175,1222
175,1639
175,2199
175,2365
176,114
176,117
176,166
176,744
176,1149
176,1273
176,1418
176,1424
176,1530
176,1551
176,1845
176,1870
176,1948
176,2037
176,2069
176,2205
176,2292
177,88
177,161
177,180
177,822
177,1001
177,1080
177,1545
177,1572
177,1664
177,1686
177,1911
177,2155
177,2334
178,840
178,882
178,1293
178,1474
178,1529
178,1898
178,2471
179,330
179,587
179,831
179,860
179,993
179,1087
179,1109
179,1161
179,1568
179,2094
179,2186
179,2380
180,104
180,159
180,285
180,603
180,861
180,1183
180,1466
180,1570
180,1664
180,1796
180,2304
180,2451
181,27
181,95
181,262
181,315
181,466
181,1043
181,1373
181,1442
181,1921
181,2457
182,21
182,409
182,506
182,639
182,1603
183,122
183,466
183,517
183,790
183,962
183,1082
183,1424
183,1436
183,1501
183,1878
183,1936
183,2218
183,2362
183,2389
184,86
184,370
184,587
184,644
184,732
184,924
184,969
184,1291
184,1388
184,1897
184,1942
184,2248
185,18
185,58
185,336
185,424
185,1124
185,1414
185,1757
185,2080
186,23
186,200
186,450
186,706
186,951
186,1122
186,2267
187,41
187,505
187,834
187,1057
187,1137
187,1218
187,1835
187,1918
187,2351
187,2424
188,80
188,88
188,219
188,487
188,516
188,565
188,583
188,955
188,1222
188,2275
188,2300
189,128
189,342
189,546
189,596
189,610
189,816
189,843
189,992
189,1117
189,1251
189,1414
189,1508
189,1728
189,2492
190,51
190,102
190,223
190,491
190,561
190,690
190,1268
190,1373
190,1836
190,2177
190,2179
190,2215
190,2240
190,2421
191,48
191,966
191,1053
191,1850
191,1904
191,2139
191,2331
191,2364
191,2495
192,76
192,92
192,518
192,863
192,1157
192,1414
192,1429
192,1905
193,270
193,622
193,808
193,923
193,1158
193,1196
193,1577
193,1940
193,2237
194,216
194,257
194,528
194,739
194,1147
194,1858
194,1941
194,2185
195,94
195,109
195,730
195,875
195,877
195,1320
195,1827
195,1932
195,1986
195,2008
195,2261
195,2300
195,2421
196,131
196,133
196,191
196,245
196,280
196,711
196,1124
196,1350
196,1414
196,1538
196,1571
196,1722
196,1842
196,2122
196,2145
196,2495
197,61
197,423
197,759
197,980
197,1251
197,1602
197,1706
197,1796
197,2049
197,2241
197,2364
197,2497
198,79
198,797
198,1297
198,1605
198,1674
198,2128
198,2285
199,6
199,21
199,451
199,1621
199,1990
199,2487
200,204
200,477
200,752
200,1097
200,1771
200,2202
201,110
201,400
201,561
201,745
201,1042
201,1083
201,1527
201,1529
201,1896
201,1965
201,2287
202,776
202,871
202,1099
202,1218
202,1241
202,1291
202,1408
202,2028
202,2129
202,2464
203,121
203,134
203,158
203,220
203,588
203,1108
203,1146
203,1206
203,1399
203,1478
203,1531
203,1674
203,1800
203,1848
203,1917
203,1950
203,1968
203,2256
204,313
204,397
204,488
204,506
204,703
204,943
204,1054
204,1270
204,1409
204,1689
204,1780
204,2114
204,2190
204,2252
204,2345
205,220
205,249
205,310
205,687
205,871
205,1114
205,1190
205,1436
205,1666
205,2393
206,276
206,715
206,918
206,950
206,1264
206,1616
206,1670
206,1880
206,1927
206,1988
206,2028
206,2063
206,2182
206,2246
207,322
207,620
207,675
207,1007
207,1015
207,1280
207,1906
207,2470
208,67
208,108
208,126
208,286
208,565
208,569
208,918
208,1812
208,1856
208,1878
209,340
209,656
209,691
209,1428
209,1669
209,2378
209,2481
210,84
210,337
210,1040
210,1282
210,1292
210,1442
210,1775
210,1795
210,1796
210,2045
210,2075
210,2149
210,2352
211,346
211,573
211,662
211,1124
211,1178
211,1489
211,1597
211,2018
211,2295
211,2480
212,66
212,257
212,479
212,498
212,513
212,718
212,771
212,840
212,895
212,1077
212,1446
212,1556
212,2209
212,2365
212,2450
213,70
213,547
213,1015
213,1097
213,1493
213,1810
213,2008
213,2055
213,2267
213,2447
214,252
214,548
214,865
214,1120
214,1226
214,1247
214,1552
214,1555
214,1625
214,1652
214,2180
214,2205
214,2291
215,327
215,393
215,565
215,889
215,923
215,1008
215,1581
215,1702
216,420
216,434
216,938
216,1079
216,1100
216,1848
216,2342
216,2381
217,246
217,419
217,422
217,520
217,625
217,753
217,802
217,931
217,1221
217,1278
217,1302
217,1565
217,1772
217,2318
218,108
218,924
218,970
218,1304
218,1371
218,2094
218,2209
219,342
219,461
219,593
219,744
219,928
219,1059
219,1067
219,1900
219,1919
219,2419
220,548
220,795
220,1432
220,1532
220,1602
220,1668
220,2102
221,70
221,164
221,268
221,688
221,995
221,1673
221,1832
221,1967
221,2246
222,192
222,349
222,722
222,852
222,978
222,1841
222,1887
222,2293
222,2497
223,576
223,955
223,1318
223,1357
223,1935
223,2206
223,2239
223,2295
223,2482
224,951
224,1306
224,1567
224,1698
224,1952
224,2172
224,2232
224,2463
225,148
225,223
225,722
225,1028
225,1183
225,1231
225,1306
225,1324
225,1333
225,1618
225,1766
225,1975
225,2056
225,2339
226,456
226,687
226,724
226,880
226,914
226,1461
226,1725
226,2222
227,121
227,386
227,414
227,444
227,613
227,774
227,842
227,899
227,1067
227,1114
227,1253
227,1335
227,1769
227,1810
227,2298
228,714
228,1194
228,1203
228,1281
228,1375
228,2377
228,2400
229,307
229,481
229,520
229,675
229,969
229,1634
229,1683
229,1792
229,2096
229,2183
229,2346
230,95
230,776
230,1051
230,1238
230,1242
230,1296
230,1582
230,1844
230,1859
230,2219
230,2482
231,76
231,126
231,384
231,435
231,582
231,1181
231,1423
231,1732
231,1803
231,2448
232,180
232,1173
232,1252
232,1313
232,1622
232,1683
232,2177
232,2485
233,264
233,632
233,1144
233,1458
233,1693
233,2102
233,2443
234,222
234,316
234,512
234,959
234,1175
234,1340
234,1373
234,1506
234,2023
234,2046
234,2449
234,2464
234,2500
235,363
235,424
235,453
235,519
235,780
235,1075
235,1326
235,1856
235,2330
235,2486
236,53
236,332
236,485
236,570
236,1274
236,1724
236,1887
236,2133
236,2157
236,2256
237,35
237,324
237,703
237,735
237,1092
237,1322
237,1719
237,2047
237,2246
237,2251
237,2378
238,525
238,1009
238,1387
238,1464
238,2192
239,195
239,857
239,1155
239,1238
239,1280
239,1912
239,2192
239,2236
239,2299
239,2310
240,1066
240,1536
240,1676
240,1727
240,1951
240,2174
241,164
241,197
241,314
241,342
241,404
241,693
241,1704
241,1726
241,1734
241,1775
241,1904
241,2011
241,2101
241,2201
241,2274
241,2388
242,62
242,922
242,1064
242,1436
242,1497
242,2082
243,16
243,165
243,208
243,273
243,321
243,1132
243,1139
243,1478
243,1506
243,1521
243,2101
244,9
244,276
244,353
244,444
244,509
244,1501
244,2273
245,335
245,457
245,1275
245,1328
245,1386
245,1528
245,2196
245,2483
246,183
246,449
246,458
246,518
246,707
246,828
246,1698
247,139
247,590
247,669
247,921
247,977
247,1002
247,1135
247,1332
247,2386
248,16
248,880
248,1110
248,1328
248,1413
248,1629
248,2001
248,2272
249,133
249,192
249,322
249,1034
249,1455
249,1951
249,2127
249,2314
249,2363
250,164
250,573
250,577
250,590
250,616
250,687
250,865
250,974
250,1006
250,1113
250,1364
250,2318
251,54
251,63
251,269
251,442
251,726
251,728
251,870
251,1412
251,1794
251,2030
251,2108
251,2124
251,2279
251,2452
251,2490
252,228
252,429
252,493
252,525
252,571
252,865
252,878
252,942
252,1158
252,1253
252,1572
252,1712
253,931
253,1185
253,2171
254,48
254,291
254,1239
254,1485
254,1709
254,1782
254,2035
254,2198
254,2345
255,33
255,327
255,338
255,351
255,1693
255,2078
255,2130
255,2209
255,2290
256,4
256,193
256,1054
256,1546
256,1636
256,1709
256,1745
256,1781
256,1823
257,193
257,1035
257,1060
257,1139
257,1326
257,1429
257,1589
257,1991
257,2029
257,2067
257,2124
257,2170
257,2453
258,271
258,374
258,535
258,605
258,685
258,1208
258,1325
258,1841
258,2177
258,2417
259,337
259,344
259,558
259,1023
259,1216
259,1677
259,1767
259,1882
259,1905
259,2081
259,2241
259,2369
259,2495
260,12
260,1012
260,1519
260,1629
260,1647
260,1663
260,2286
260,2295
261,1033
261,1058
261,1266
261,1416
261,1846
261,1885
261,1925
261,1964
261,2024
261,2478
262,104
262,409
262,512
262,753
262,1700
262,1765
262,2295
263,156
263,313
263,366
263,386
263,872
263,1000
263,1107
263,1136
263,1605
263,1665
263,1694
263,2466
264,128
264,229
264,346
264,507
264,647
264,939
264,1018
264,1370
264,1395
264,1933
264,2289
264,2293
264,2453
265,26
265,51
265,377
265,540
265,706
265,763
265,849
265,886
265,887
265,981
265,1219
265,1373
265,1589
265,1871
266,556
266,588
266,791
266,836
266,900
266,1005
266,1308
266,1454
266,1489
266,1547
266,1938
266,2087
266,2321
267,716
267,811
267,901
267,919
267,1018
267,1031
267,1352
267,1471
267,1589
267,1602
267,1914
267,2109
267,2150
267,2232
267,2292
267,2444
268,420
268,509
268,557
268,946
268,983
268,1344
268,1657
268,1675
268,1824
268,1970
268,2076
268,2456
269,391
269,577
269,599
269,674
269,1051
269,1190
269,1513
269,1778
269,1892
269,1939
269,2141
270,150
270,255
270,453
270,658
270,1271
270,1414
270,2202
270,2255
270,2413
271,285
271,319
271,702
271,901
271,1449
271,1532
271,2046
271,2192
271,2271
271,2405
272,414
272,501
272,748
272,762
272,899
272,1031
272,1299
272,1309
272,2075
273,424
273,432
273,707
273,775
273,1548
273,1702
273,1798
273,1934
274,22
274,177
274,219
274,442
274,711
274,982
274,1169
274,1296
274,1961
274,2144
274,2259
274,2424
275,557
275,667
275,858
275,941
275,1172
275,1243
275,1309
275,1410
275,1569
275,1596
275,1764
275,1856
275,1986
275,2007
275,2209
275,2303
276,466
276,665
276,1058
276,1117
276,1172
276,1701
276,2427
277,36
277,234
277,316
277,584
277,670
277,1115
277,1172
277,1479
277,1591
277,2232
277,2261
277,2430
278,336
278,655
278,1305
278,1336
278,1663
278,1854
278,2092
278,2412
279,217
279,427
279,458
279,693
279,834
279,917
279,1126
279,1211
279,1360
279,1366
279,1425
279,1806
279,2356
280,71
280,193
280,356
280,450
280,545
280,681
280,1104
280,1366
280,2147
280,2484
281,145
281,158
281,161
281,250
281,1056
281,1701
281,1739
281,1841
281,2274
281,2423
282,74
282,207
282,630
282,894
282,950
282,965
282,1250
282,1429
282,1695
282,2111
283,500
283,677
283,909
283,1133
283,1345
283,1604
283,1838
283,2269
283,2309
284,78
284,269
284,314
284,500
284,1082
284,1297
284,1722
284,1803
284,2272
285,81
285,141
285,1211
285,1452
285,1575
285,1636
286,65
286,100
286,111
286,246
286,342
286,393
286,436
286,453
286,819
286,848
286,1299
286,1488
286,1589
286,2169
287,27
287,791
287,897
287,1339
287,1359
287,1791
287,2177
287,2193
287,2206
287,2243
287,2423
288,580
288,633
288,764
288,825
288,1036
288,1355
288,1534
288,1722
288,1842
288,1984
288,2148
288,2225
289,393
289,459
289,667
289,1132
289,1495
289,1547
289,2141
289,2201
289,2252
289,2410
289,2419
289,2444
290,7
290,147
290,152
290,489
290,797
290,1284
290,1335
290,1706
290,1736
290,1744
290,2229
291,118
291,287
291,648
291,852
291,1040
291,1139
291,1143
291,1547
291,1693
291,1942
292,23
292,58
292,172
292,178
292,212
292,308
292,599
292,885
292,1044
292,1269
292,1385
292,1433
292,1457
292,1485
292,1706
292,2173
292,2496
293,585
293,1047
293,1563
293,1597
293,2004
293,2042
293,2088
293,2362
293,2401
294,177
294,207
294,349
294,411
294,473
294,709
294,1070
294,1318
294,1801
294,1903
294,1927
295,426
295,442
295,661
295,825
295,860
295,1157
295,1317
295,1475
295,1476
295,1680
295,1701
296,228
296,416
296,1005
296,1036
296,1264
296,1569
296,1755
296,1998
296,2100
297,141
297,148
297,307
297,420
297,488
297,607
297,699
297,719
297,781
297,841
297,913
297,932
297,949
297,997
297,1021
297,1054
297,1105
297,1189
297,1232
297,1281
297,1288
297,1600
297,1892
297,2097
297,2116
297,2247
297,2431
298,310
298,1003
298,1448
298,1534
298,1536
298,1686
298,1905
298,2078
298,2255
298,2272
298,2282
298,2325
299,314
299,596
299,729
299,808
299,897
299,1094
299,1298
299,1319
299,1621
299,1996
300,84
300,204
300,360
300,488
300,601
300,1406
300,1879
300,2056
300,2481
301,237
301,615
301,887
301,1289
301,1327
